UNITID,FACSTAT,XSISTOTL,SISTOTL,XSISPROF,SISPROF,XSISASCP,SISASCP,XSISASTP,SISASTP,XSISINST,SISINST,XSISLECT,SISLECT,XSISNORK,SISNORK 
241410,45,"R",154,"R",38,"R",66,"R",47,"R",3,"R",0,"R",0
241517, 0,"R",3,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0
241517,10,"R",3,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0
241517,20,"R",3,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0
241614, 0,"R",16,"R",1,"R",0,"R",0,"R",15,"R",0,"R",0
241614,10,"R",16,"R",1,"R",0,"R",0,"R",15,"R",0,"R",0
241614,20,"R",2,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0
241614,40,"R",14,"R",0,"R",0,"R",0,"R",14,"R",0,"R",0
241614,41,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
241614,43,"R",13,"R",0,"R",0,"R",0,"R",13,"R",0,"R",0
241614,44,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
241720, 0,"R",23,"R",1,"R",2,"R",5,"R",15,"R",0,"R",0
241720,10,"R",23,"R",1,"R",2,"R",5,"R",15,"R",0,"R",0
241720,20,"R",23,"R",1,"R",2,"R",5,"R",15,"R",0,"R",0
241739, 0,"R",168,"R",20,"R",24,"R",48,"R",76,"R",0,"R",0
241739,10,"R",168,"R",20,"R",24,"R",48,"R",76,"R",0,"R",0
241739,20,"R",11,"R",7,"R",4,"R",0,"R",0,"R",0,"R",0
241739,40,"R",157,"R",13,"R",20,"R",48,"R",76,"R",0,"R",0
241739,41,"R",70,"R",9,"R",19,"R",29,"R",13,"R",0,"R",0
241739,42,"R",87,"R",4,"R",1,"R",19,"R",63,"R",0,"R",0
241739,44,"R",70,"R",9,"R",19,"R",29,"R",13,"R",0,"R",0
241766, 0,"R",44,"R",10,"R",16,"R",8,"R",3,"R",0,"R",7
241766,10,"R",44,"R",10,"R",16,"R",8,"R",3,"R",0,"R",7
241766,20,"R",36,"R",10,"R",16,"R",7,"R",3,"R",0,"R",0
241766,30,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
241766,40,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7
241766,42,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7
241836, 0,"R",28,"R",0,"R",0,"R",0,"R",28,"R",0,"R",0
241836,10,"R",28,"R",0,"R",0,"R",0,"R",28,"R",0,"R",0
241836,40,"R",28,"R",0,"R",0,"R",0,"R",28,"R",0,"R",0
241836,41,"R",28,"R",0,"R",0,"R",0,"R",28,"R",0,"R",0
241836,45,"R",28,"R",0,"R",0,"R",0,"R",28,"R",0,"R",0
241951, 0,"R",26,"R",3,"R",1,"R",1,"R",9,"R",0,"R",12
241951,10,"R",26,"R",3,"R",1,"R",1,"R",9,"R",0,"R",12
241951,20,"R",13,"R",3,"R",1,"R",1,"R",8,"R",0,"R",0
241951,30,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
241951,40,"R",12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12
241951,43,"R",12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12
242042, 0,"R",48,"R",48,"R",0,"R",0,"R",0,"R",0,"R",0
242042,10,"R",48,"R",48,"R",0,"R",0,"R",0,"R",0,"R",0
242042,20,"R",23,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0
242042,30,"R",25,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0
242112, 0,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15
242112,10,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15
242112,20,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15
242121, 0,"R",16,"R",16,"R",0,"R",0,"R",0,"R",0,"R",0
242121,10,"R",16,"R",16,"R",0,"R",0,"R",0,"R",0,"R",0
242121,40,"R",16,"R",16,"R",0,"R",0,"R",0,"R",0,"R",0
242121,42,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0
242121,43,"R",11,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0
242130, 0,"R",7,"R",0,"R",0,"R",0,"R",7,"R",0,"R",0
242130,10,"R",7,"R",0,"R",0,"R",0,"R",7,"R",0,"R",0
242130,40,"R",7,"R",0,"R",0,"R",0,"R",7,"R",0,"R",0
242130,43,"R",7,"R",0,"R",0,"R",0,"R",7,"R",0,"R",0
242149, 0,"R",7,"R",0,"R",0,"R",0,"R",7,"R",0,"R",0
242149,10,"R",7,"R",0,"R",0,"R",0,"R",7,"R",0,"R",0
242149,40,"R",7,"R",0,"R",0,"R",0,"R",7,"R",0,"R",0
242149,43,"R",7,"R",0,"R",0,"R",0,"R",7,"R",0,"R",0
242422, 0,"R",139,"R",139,"R",0,"R",0,"R",0,"R",0,"R",0
242422,10,"R",139,"R",139,"R",0,"R",0,"R",0,"R",0,"R",0
242422,40,"R",139,"R",139,"R",0,"R",0,"R",0,"R",0,"R",0
242422,43,"R",139,"R",139,"R",0,"R",0,"R",0,"R",0,"R",0
242556, 0,"R",36,"R",36,"R",0,"R",0,"R",0,"R",0,"R",0
242556,10,"R",36,"R",36,"R",0,"R",0,"R",0,"R",0,"R",0
242556,20,"R",16,"R",16,"R",0,"R",0,"R",0,"R",0,"R",0
242556,40,"R",20,"R",20,"R",0,"R",0,"R",0,"R",0,"R",0
242556,42,"R",20,"R",20,"R",0,"R",0,"R",0,"R",0,"R",0
242565, 0,"R",33,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0
242565,10,"R",33,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0
242565,40,"R",33,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0
242565,41,"R",16,"R",16,"R",0,"R",0,"R",0,"R",0,"R",0
242565,42,"R",17,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0
242565,45,"R",16,"R",16,"R",0,"R",0,"R",0,"R",0,"R",0
242583, 0,"R",38,"R",38,"R",0,"R",0,"R",0,"R",0,"R",0
242583,10,"R",38,"R",38,"R",0,"R",0,"R",0,"R",0,"R",0
242583,20,"R",15,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0
242583,30,"R",23,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0
242617, 0,"R",97,"R",25,"R",39,"R",31,"R",2,"R",0,"R",0
242617,10,"R",97,"R",25,"R",39,"R",31,"R",2,"R",0,"R",0
242617,20,"R",78,"R",25,"R",36,"R",17,"R",0,"R",0,"R",0
242617,30,"R",17,"R",0,"R",3,"R",13,"R",1,"R",0,"R",0
242617,40,"R",2,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0
242617,42,"R",2,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0
242626, 0,"R",80,"R",10,"R",20,"R",37,"R",13,"R",0,"R",0
242626,10,"R",80,"R",10,"R",20,"R",37,"R",13,"R",0,"R",0
242626,20,"R",55,"R",10,"R",20,"R",25,"R",0,"R",0,"R",0
242626,30,"R",14,"R",0,"R",0,"R",8,"R",6,"R",0,"R",0
242626,40,"R",11,"R",0,"R",0,"R",4,"R",7,"R",0,"R",0
242626,42,"R",9,"R",0,"R",0,"R",4,"R",5,"R",0,"R",0
242626,43,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0
242635, 0,"R",75,"R",19,"R",14,"R",32,"R",10,"R",0,"R",0
242635,10,"R",75,"R",19,"R",14,"R",32,"R",10,"R",0,"R",0
242635,20,"R",48,"R",19,"R",13,"R",16,"R",0,"R",0,"R",0
242635,30,"R",17,"R",0,"R",1,"R",11,"R",5,"R",0,"R",0
242635,40,"R",10,"R",0,"R",0,"R",5,"R",5,"R",0,"R",0
242635,42,"R",8,"R",0,"R",0,"R",3,"R",5,"R",0,"R",0
242635,43,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0
242644, 0,"R",31,"R",1,"R",5,"R",18,"R",7,"R",0,"R",0
242644,10,"R",31,"R",1,"R",5,"R",18,"R",7,"R",0,"R",0
242644,20,"R",13,"R",1,"R",3,"R",9,"R",0,"R",0,"R",0
242644,30,"R",10,"R",0,"R",2,"R",4,"R",4,"R",0,"R",0
242644,40,"R",8,"R",0,"R",0,"R",5,"R",3,"R",0,"R",0
242644,42,"R",7,"R",0,"R",0,"R",4,"R",3,"R",0,"R",0
242644,43,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
242653, 0,"R",188,"R",60,"R",67,"R",45,"R",16,"R",0,"R",0
242653,10,"R",188,"R",60,"R",67,"R",45,"R",16,"R",0,"R",0
242653,20,"R",140,"R",56,"R",64,"R",20,"R",0,"R",0,"R",0
242653,30,"R",16,"R",1,"R",2,"R",9,"R",4,"R",0,"R",0
242653,40,"R",32,"R",3,"R",1,"R",16,"R",12,"R",0,"R",0
242653,42,"R",32,"R",3,"R",1,"R",16,"R",12,"R",0,"R",0
242662, 0,"R",104,"R",13,"R",36,"R",38,"R",17,"R",0,"R",0
242662,10,"R",104,"R",13,"R",36,"R",38,"R",17,"R",0,"R",0
242662,20,"R",57,"R",11,"R",29,"R",17,"R",0,"R",0,"R",0
242662,30,"R",32,"R",2,"R",7,"R",15,"R",8,"R",0,"R",0
242662,40,"R",15,"R",0,"R",0,"R",6,"R",9,"R",0,"R",0
242662,42,"R",15,"R",0,"R",0,"R",6,"R",9,"R",0,"R",0
242680, 0,"R",41,"R",5,"R",10,"R",25,"R",1,"R",0,"R",0
242680,10,"R",41,"R",5,"R",10,"R",25,"R",1,"R",0,"R",0
242680,20,"R",29,"R",5,"R",9,"R",15,"R",0,"R",0,"R",0
242680,30,"R",10,"R",0,"R",1,"R",8,"R",1,"R",0,"R",0
242680,40,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0
242680,42,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0
242699, 0,"R",32,"R",3,"R",7,"R",19,"R",3,"R",0,"R",0
242699,10,"R",32,"R",3,"R",7,"R",19,"R",3,"R",0,"R",0
242699,20,"R",23,"R",3,"R",7,"R",13,"R",0,"R",0,"R",0
242699,30,"R",5,"R",0,"R",0,"R",5,"R",0,"R",0,"R",0
242699,40,"R",4,"R",0,"R",0,"R",1,"R",3,"R",0,"R",0
242699,42,"R",3,"R",0,"R",0,"R",1,"R",2,"R",0,"R",0
242699,43,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
242705, 0,"R",93,"R",14,"R",27,"R",36,"R",16,"R",0,"R",0
242705,10,"R",93,"R",14,"R",27,"R",36,"R",16,"R",0,"R",0
242705,20,"R",52,"R",12,"R",20,"R",20,"R",0,"R",0,"R",0
242705,30,"R",28,"R",2,"R",7,"R",11,"R",8,"R",0,"R",0
242705,40,"R",13,"R",0,"R",0,"R",5,"R",8,"R",0,"R",0
242705,42,"R",13,"R",0,"R",0,"R",5,"R",8,"R",0,"R",0
242723, 0,"R",26,"R",16,"R",7,"R",3,"R",0,"R",0,"R",0
242723,10,"R",26,"R",16,"R",7,"R",3,"R",0,"R",0,"R",0
242723,20,"R",21,"R",16,"R",5,"R",0,"R",0,"R",0,"R",0
242723,30,"R",5,"R",0,"R",2,"R",3,"R",0,"R",0,"R",0
242972, 0,"R",162,"R",7,"R",73,"R",0,"R",82,"R",0,"R",0
242972,10,"R",162,"R",7,"R",73,"R",0,"R",82,"R",0,"R",0
242972,20,"R",80,"R",7,"R",73,"R",0,"R",0,"R",0,"R",0
242972,40,"R",82,"R",0,"R",0,"R",0,"R",82,"R",0,"R",0
242972,42,"R",6,"R",0,"R",0,"R",0,"R",6,"R",0,"R",0
242972,43,"R",76,"R",0,"R",0,"R",0,"R",76,"R",0,"R",0
243081, 0,"R",105,"R",31,"R",18,"R",48,"R",8,"R",0,"R",0
243081,10,"R",105,"R",31,"R",18,"R",48,"R",8,"R",0,"R",0
243081,40,"R",105,"R",31,"R",18,"R",48,"R",8,"R",0,"R",0
243081,41,"R",105,"R",31,"R",18,"R",48,"R",8,"R",0,"R",0
243081,44,"R",6,"R",0,"R",0,"R",2,"R",4,"R",0,"R",0
243081,45,"R",99,"R",31,"R",18,"R",46,"R",4,"R",0,"R",0
243106, 0,"R",100,"R",43,"R",25,"R",17,"R",15,"R",0,"R",0
243106,10,"R",100,"R",43,"R",25,"R",17,"R",15,"R",0,"R",0
243106,20,"R",77,"R",43,"R",25,"R",8,"R",1,"R",0,"R",0
243106,30,"R",2,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0
243106,40,"R",21,"R",0,"R",0,"R",8,"R",13,"R",0,"R",0
243106,43,"R",21,"R",0,"R",0,"R",8,"R",13,"R",0,"R",0
243115, 0,"R",169,"R",72,"R",31,"R",28,"R",12,"R",0,"R",26
243115,10,"R",144,"R",72,"R",31,"R",28,"R",12,"R",0,"R",1
243115,20,"R",125,"R",72,"R",30,"R",20,"R",3,"R",0,"R",0
243115,30,"R",10,"R",0,"R",1,"R",7,"R",1,"R",0,"R",1
243115,40,"R",9,"R",0,"R",0,"R",1,"R",8,"R",0,"R",0
243115,42,"R",7,"R",0,"R",0,"R",1,"R",6,"R",0,"R",0
243115,43,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0
243115,50,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25
243133, 0,"R",174,"R",53,"R",41,"R",46,"R",21,"R",0,"R",13
243133,10,"R",174,"R",53,"R",41,"R",46,"R",21,"R",0,"R",13
243133,20,"R",129,"R",53,"R",39,"R",25,"R",2,"R",0,"R",10
243133,30,"R",7,"R",0,"R",2,"R",4,"R",0,"R",0,"R",1
243133,40,"R",38,"R",0,"R",0,"R",17,"R",19,"R",0,"R",2
243133,43,"R",38,"R",0,"R",0,"R",17,"R",19,"R",0,"R",2
243142, 0,"R",90,"R",19,"R",28,"R",24,"R",19,"R",0,"R",0
243142,10,"R",90,"R",19,"R",28,"R",24,"R",19,"R",0,"R",0
243142,20,"R",62,"R",19,"R",28,"R",13,"R",2,"R",0,"R",0
243142,30,"R",11,"R",0,"R",0,"R",5,"R",6,"R",0,"R",0
243142,40,"R",17,"R",0,"R",0,"R",6,"R",11,"R",0,"R",0
243142,42,"R",17,"R",0,"R",0,"R",6,"R",11,"R",0,"R",0
243151, 0,"R",119,"R",37,"R",46,"R",30,"R",6,"R",0,"R",0
243151,10,"R",119,"R",37,"R",46,"R",30,"R",6,"R",0,"R",0
243151,20,"R",69,"R",37,"R",9,"R",23,"R",0,"R",0,"R",0
243151,30,"R",18,"R",0,"R",11,"R",7,"R",0,"R",0,"R",0
243151,40,"R",32,"R",0,"R",26,"R",0,"R",6,"R",0,"R",0
243151,43,"R",32,"R",0,"R",26,"R",0,"R",6,"R",0,"R",0
243179, 0,"R",145,"R",79,"R",35,"R",20,"R",11,"R",0,"R",0
243179,10,"R",145,"R",79,"R",35,"R",20,"R",11,"R",0,"R",0
243179,20,"R",119,"R",79,"R",31,"R",9,"R",0,"R",0,"R",0
243179,30,"R",14,"R",0,"R",4,"R",8,"R",2,"R",0,"R",0
243179,40,"R",12,"R",0,"R",0,"R",3,"R",9,"R",0,"R",0
243179,42,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0
243179,43,"R",10,"R",0,"R",0,"R",1,"R",9,"R",0,"R",0
243188, 0,"R",51,"R",18,"R",9,"R",17,"R",7,"R",0,"R",0
243188,10,"R",51,"R",18,"R",9,"R",17,"R",7,"R",0,"R",0
243188,20,"R",41,"R",18,"R",9,"R",12,"R",2,"R",0,"R",0
243188,30,"R",3,"R",0,"R",0,"R",3,"R",0,"R",0,"R",0
243188,40,"R",7,"R",0,"R",0,"R",2,"R",5,"R",0,"R",0
243188,43,"R",7,"R",0,"R",0,"R",2,"R",5,"R",0,"R",0
243197, 0,"R",475,"R",331,"R",94,"R",50,"R",0,"R",0,"R",0
243197,10,"R",475,"R",331,"R",94,"R",50,"R",0,"R",0,"R",0
243197,20,"R",402,"R",328,"R",66,"R",8,"R",0,"R",0,"R",0
243197,30,"R",47,"R",1,"R",27,"R",19,"R",0,"R",0,"R",0
243197,40,"R",26,"R",2,"R",1,"R",23,"R",0,"R",0,"R",0
243197,42,"R",26,"R",2,"R",1,"R",23,"R",0,"R",0,"R",0
243203, 0,"R",685,"R",289,"R",139,"R",141,"R",22,"R",0,"R",94
243203,10,"R",685,"R",289,"R",139,"R",141,"R",22,"R",0,"R",94
243203,20,"R",387,"R",253,"R",81,"R",32,"R",5,"R",0,"R",16
243203,30,"R",81,"R",18,"R",18,"R",31,"R",5,"R",0,"R",9
243203,40,"R",217,"R",18,"R",40,"R",78,"R",12,"R",0,"R",69
243203,42,"R",217,"R",18,"R",40,"R",78,"R",12,"R",0,"R",69
243212, 0,"R",77,"R",26,"R",18,"R",24,"R",9,"R",0,"R",0
243212,10,"R",77,"R",26,"R",18,"R",24,"R",9,"R",0,"R",0
243212,20,"R",64,"R",26,"R",18,"R",15,"R",5,"R",0,"R",0
243212,30,"R",5,"R",0,"R",0,"R",5,"R",0,"R",0,"R",0
243212,40,"R",8,"R",0,"R",0,"R",4,"R",4,"R",0,"R",0
243212,43,"R",8,"R",0,"R",0,"R",4,"R",4,"R",0,"R",0
243221, 0,"R",974,"R",439,"R",130,"R",181,"R",110,"R",0,"R",114
243221,10,"R",881,"R",439,"R",130,"R",181,"R",110,"R",0,"R",21
243221,20,"R",610,"R",433,"R",120,"R",35,"R",14,"R",0,"R",8
243221,30,"R",47,"R",0,"R",10,"R",34,"R",2,"R",0,"R",1
243221,40,"R",224,"R",6,"R",0,"R",112,"R",94,"R",0,"R",12
243221,42,"R",58,"R",3,"R",0,"R",23,"R",23,"R",0,"R",9
243221,43,"R",166,"R",3,"R",0,"R",89,"R",71,"R",0,"R",3
243221,50,"R",93,"R",0,"R",0,"R",0,"R",0,"R",0,"R",93
243346, 0,"R",143,"R",20,"R",22,"R",41,"R",60,"R",0,"R",0
243346,10,"R",143,"R",20,"R",22,"R",41,"R",60,"R",0,"R",0
243346,20,"R",11,"R",5,"R",3,"R",3,"R",0,"R",0,"R",0
243346,40,"R",132,"R",15,"R",19,"R",38,"R",60,"R",0,"R",0
243346,41,"R",80,"R",14,"R",17,"R",26,"R",23,"R",0,"R",0
243346,42,"R",52,"R",1,"R",2,"R",12,"R",37,"R",0,"R",0
243346,44,"R",80,"R",14,"R",17,"R",26,"R",23,"R",0,"R",0
243443, 0,"R",90,"R",47,"R",10,"R",14,"R",11,"R",0,"R",8
243443,10,"R",82,"R",47,"R",10,"R",14,"R",11,"R",0,"R",0
243443,20,"R",73,"R",47,"R",10,"R",11,"R",5,"R",0,"R",0
243443,40,"R",9,"R",0,"R",0,"R",3,"R",6,"R",0,"R",0
243443,41,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
243443,42,"R",8,"R",0,"R",0,"R",3,"R",5,"R",0,"R",0
243443,45,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
243443,50,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8
243498, 0,"R",6,"R",1,"R",3,"R",0,"R",0,"R",0,"R",2
243498,10,"R",6,"R",1,"R",3,"R",0,"R",0,"R",0,"R",2
243498,20,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0
243498,30,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0,"R",0
243498,40,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
243498,41,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
243498,44,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
243568, 0,"R",43,"R",15,"R",15,"R",12,"R",1,"R",0,"R",0
243568,10,"R",43,"R",15,"R",15,"R",12,"R",1,"R",0,"R",0
243568,40,"R",43,"R",15,"R",15,"R",12,"R",1,"R",0,"R",0
243568,41,"R",43,"R",15,"R",15,"R",12,"R",1,"R",0,"R",0
243568,44,"R",43,"R",15,"R",15,"R",12,"R",1,"R",0,"R",0
243577, 0,"R",139,"R",38,"R",81,"R",16,"R",4,"R",0,"R",0
243577,10,"R",139,"R",38,"R",81,"R",16,"R",4,"R",0,"R",0
243577,40,"R",139,"R",38,"R",81,"R",16,"R",4,"R",0,"R",0
243577,41,"R",139,"R",38,"R",81,"R",16,"R",4,"R",0,"R",0
243577,44,"R",139,"R",38,"R",81,"R",16,"R",4,"R",0,"R",0
243586, 0,"R",41,"R",2,"R",9,"R",22,"R",3,"R",0,"R",5
243586,10,"R",41,"R",2,"R",9,"R",22,"R",3,"R",0,"R",5
243586,40,"R",41,"R",2,"R",9,"R",22,"R",3,"R",0,"R",5
243586,41,"R",31,"R",2,"R",9,"R",19,"R",1,"R",0,"R",0
243586,42,"R",6,"R",0,"R",0,"R",3,"R",2,"R",0,"R",1
243586,43,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
243586,45,"R",31,"R",2,"R",9,"R",19,"R",1,"R",0,"R",0
243601, 0,"R",197,"R",37,"R",38,"R",74,"R",48,"R",0,"R",0
243601,10,"R",197,"R",37,"R",38,"R",74,"R",48,"R",0,"R",0
243601,20,"R",28,"R",17,"R",10,"R",1,"R",0,"R",0,"R",0
243601,40,"R",169,"R",20,"R",28,"R",73,"R",48,"R",0,"R",0
243601,41,"R",116,"R",20,"R",26,"R",51,"R",19,"R",0,"R",0
243601,42,"R",53,"R",0,"R",2,"R",22,"R",29,"R",0,"R",0
243601,44,"R",116,"R",20,"R",26,"R",51,"R",19,"R",0,"R",0
243638, 0,"R",97,"R",39,"R",17,"R",19,"R",22,"R",0,"R",0
243638,10,"R",97,"R",39,"R",17,"R",19,"R",22,"R",0,"R",0
243638,40,"R",97,"R",39,"R",17,"R",19,"R",22,"R",0,"R",0
243638,41,"R",97,"R",39,"R",17,"R",19,"R",22,"R",0,"R",0
243638,44,"R",97,"R",39,"R",17,"R",19,"R",22,"R",0,"R",0
243647, 0,"R",30,"R",0,"R",14,"R",0,"R",16,"R",0,"R",0
243647,10,"R",30,"R",0,"R",14,"R",0,"R",16,"R",0,"R",0
243647,40,"R",30,"R",0,"R",14,"R",0,"R",16,"R",0,"R",0
243647,41,"R",30,"R",0,"R",14,"R",0,"R",16,"R",0,"R",0
243647,44,"R",30,"R",0,"R",14,"R",0,"R",16,"R",0,"R",0
243665, 0,"R",88,"R",17,"R",24,"R",38,"R",8,"R",0,"R",1
243665,10,"R",88,"R",17,"R",24,"R",38,"R",8,"R",0,"R",1
243665,20,"R",36,"R",16,"R",15,"R",5,"R",0,"R",0,"R",0
243665,30,"R",16,"R",0,"R",5,"R",11,"R",0,"R",0,"R",0
243665,40,"R",36,"R",1,"R",4,"R",22,"R",8,"R",0,"R",1
243665,41,"R",20,"R",1,"R",3,"R",13,"R",2,"R",0,"R",1
243665,42,"R",16,"R",0,"R",1,"R",9,"R",6,"R",0,"R",0
243665,44,"R",20,"R",1,"R",3,"R",13,"R",2,"R",0,"R",1
243744, 0,"R",3533,"R",1219,"R",412,"R",442,"R",0,"R",0,"R",1460
243744,10,"R",2073,"R",1219,"R",412,"R",442,"R",0,"R",0,"R",0
243744,20,"R",1132,"R",907,"R",225,"R",0,"R",0,"R",0,"R",0
243744,30,"R",348,"R",8,"R",28,"R",312,"R",0,"R",0,"R",0
243744,40,"R",593,"R",304,"R",159,"R",130,"R",0,"R",0,"R",0
243744,41,"R",593,"R",304,"R",159,"R",130,"R",0,"R",0,"R",0
243744,44,"R",593,"R",304,"R",159,"R",130,"R",0,"R",0,"R",0
243744,50,"R",1460,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1460
243780, 0,"R",2006,"R",781,"R",477,"R",523,"R",13,"R",15,"R",197
243780,10,"R",1809,"R",781,"R",477,"R",523,"R",13,"R",15,"R",0
243780,20,"R",1236,"R",771,"R",464,"R",1,"R",0,"R",0,"R",0
243780,30,"R",479,"R",5,"R",10,"R",464,"R",0,"R",0,"R",0
243780,40,"R",94,"R",5,"R",3,"R",58,"R",13,"R",15,"R",0
243780,41,"R",46,"R",0,"R",1,"R",29,"R",1,"R",15,"R",0
243780,42,"R",44,"R",3,"R",2,"R",28,"R",11,"R",0,"R",0
243780,43,"R",4,"R",2,"R",0,"R",1,"R",1,"R",0,"R",0
243780,44,"R",31,"R",0,"R",1,"R",29,"R",1,"R",0,"R",0
243780,45,"R",15,"R",0,"R",0,"R",0,"R",0,"R",15,"R",0
243780,50,"R",197,"R",0,"R",0,"R",0,"R",0,"R",0,"R",197
243823, 0,"R",66,"R",15,"R",7,"R",23,"R",18,"R",0,"R",3
243823,10,"R",63,"R",15,"R",7,"R",23,"R",18,"R",0,"R",0
243823,40,"R",63,"R",15,"R",7,"R",23,"R",18,"R",0,"R",0
243823,41,"R",18,"R",0,"R",0,"R",0,"R",18,"R",0,"R",0
243823,42,"R",45,"R",15,"R",7,"R",23,"R",0,"R",0,"R",0
243823,45,"R",18,"R",0,"R",0,"R",0,"R",18,"R",0,"R",0
243823,50,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
243832, 0,"R",44,"R",0,"R",0,"R",0,"R",44,"R",0,"R",0
243832,10,"R",44,"R",0,"R",0,"R",0,"R",44,"R",0,"R",0
243832,40,"R",44,"R",0,"R",0,"R",0,"R",44,"R",0,"R",0
243832,42,"R",44,"R",0,"R",0,"R",0,"R",44,"R",0,"R",0
243841, 0,"R",12,"R",0,"R",0,"R",0,"R",12,"R",0,"R",0
243841,10,"R",12,"R",0,"R",0,"R",0,"R",12,"R",0,"R",0
243841,40,"R",12,"R",0,"R",0,"R",0,"R",12,"R",0,"R",0
243841,43,"R",12,"R",0,"R",0,"R",0,"R",12,"R",0,"R",0
244233, 0,"R",8,"R",0,"R",0,"R",0,"R",8,"R",0,"R",0
244233,10,"R",8,"R",0,"R",0,"R",0,"R",8,"R",0,"R",0
244233,40,"R",8,"R",0,"R",0,"R",0,"R",8,"R",0,"R",0
244233,41,"R",8,"R",0,"R",0,"R",0,"R",8,"R",0,"R",0
244233,45,"R",8,"R",0,"R",0,"R",0,"R",8,"R",0,"R",0
244437, 0,"R",447,"R",36,"R",139,"R",136,"R",68,"R",61,"R",7
244437,10,"R",442,"R",36,"R",139,"R",136,"R",68,"R",61,"R",2
244437,20,"R",235,"R",36,"R",138,"R",61,"R",0,"R",0,"R",0
244437,30,"R",102,"R",0,"R",1,"R",75,"R",26,"R",0,"R",0
244437,40,"R",105,"R",0,"R",0,"R",0,"R",42,"R",61,"R",2
244437,41,"R",3,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0
244437,42,"R",102,"R",0,"R",0,"R",0,"R",39,"R",61,"R",2
244437,45,"R",3,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0
244437,50,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5
244446, 0,"R",83,"R",0,"R",0,"R",0,"R",0,"R",0,"R",83
244446,10,"R",83,"R",0,"R",0,"R",0,"R",0,"R",0,"R",83
244446,40,"R",83,"R",0,"R",0,"R",0,"R",0,"R",0,"R",83
244446,41,"R",83,"R",0,"R",0,"R",0,"R",0,"R",0,"R",83
244446,44,"R",83,"R",0,"R",0,"R",0,"R",0,"R",0,"R",83
245625, 0,"R",23,"R",6,"R",5,"R",5,"R",0,"R",0,"R",7
245625,10,"R",16,"R",6,"R",5,"R",5,"R",0,"R",0,"R",0
245625,20,"R",16,"R",6,"R",5,"R",5,"R",0,"R",0,"R",0
245625,50,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7
245652, 0,"R",40,"R",0,"R",0,"R",0,"R",0,"R",0,"R",40
245652,10,"R",40,"R",0,"R",0,"R",0,"R",0,"R",0,"R",40
